id,stable_key,status,recorded_at,source_file,source_sha256,source_row,record_json
urn:uuid:5131ebed-86a8-558f-9b19-10364ec6389e,GAP-AF-AAR-ET,researched_only,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,74,"{""id"":""urn:uuid:5131ebed-86a8-558f-9b19-10364ec6389e"",""payload"":{""A"":""A2"",""D"":""D3"",""F"":""F1"",""N"":""N4"",""P"":""P4"",""R"":""R2"",""S"":""S4"",""V"":""V3"",""asset_ids"":[""MIR-A017""],""confidence"":""low"",""decision_caveat"":""Local evidence has context PDFs and video metadata but no connected admitted mathematical prose"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E042"",""MIR-E069""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""unknown"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""endangered_prestige"",""likely_reader_cohort"":""Afar-first readers in Ethiopia and cross-border communities"",""local_status"":""researched_only"",""profile_id"":""GAP-AF-AAR-ET"",""region"":""Horn of Africa"",""script_or_orthography"":""Latin orthography; regional profiles require confirmation"",""sequence_state"":""source-acquisition-first"",""tag"":""aar-Latn-ET"",""target_profile"":""Afar/Qafar in Ethiopia""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":74,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-AAR-ET"",""status"":""researched_only""}"
urn:uuid:3faa5030-3108-5ca3-8510-a92ede4e0cdc,GAP-AF-AM-ET,researched_only,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,57,"{""id"":""urn:uuid:3faa5030-3108-5ca3-8510-a92ede4e0cdc"",""payload"":{""A"":""A3-4"",""D"":""D1"",""F"":""F2-3"",""N"":""N4"",""P"":""P4"",""R"":""R4"",""S"":""S3"",""V"":""V1"",""asset_ids"":[""MIR-A017""],""confidence"":""medium"",""decision_caveat"":""Recovered school sources are not yet an advanced-math source floor"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E043""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""partial"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""high_reach_underserved"",""likely_reader_cohort"":""Amharic-first readers not comfortably served by English"",""local_status"":""researched_only"",""profile_id"":""GAP-AF-AM-ET"",""region"":""Horn of Africa"",""script_or_orthography"":""Ethiopic script"",""sequence_state"":""source-acquisition-first"",""tag"":""am-Ethi-ET"",""target_profile"":""Amharic Ethiopian educational standard""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":57,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-AM-ET"",""status"":""researched_only""}"
urn:uuid:e79997ba-3c8e-58b7-9983-bb9b0820dd71,GAP-AF-BM-ML,missing,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,68,"{""id"":""urn:uuid:e79997ba-3c8e-58b7-9983-bb9b0820dd71"",""payload"":{""A"":""A2-3"",""D"":""D3"",""F"":""F1-2"",""N"":""N4"",""P"":""P4"",""R"":""R2-3"",""S"":""S4"",""V"":""V2"",""asset_ids"":[],""confidence"":""low"",""decision_caveat"":""Script and conflict/offline access require separate planning"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E043""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""unknown"",""g_tech"":""partial"",""g_use"":""unknown"",""lane"":""regional_depth"",""likely_reader_cohort"":""Bambara-first readers not comfortably served by French"",""local_status"":""missing"",""profile_id"":""GAP-AF-BM-ML"",""region"":""West Africa"",""script_or_orthography"":""Latin orthography; N'Ko users require separate route"",""sequence_state"":""source-acquisition-first"",""tag"":""bm-Latn-ML"",""target_profile"":""Bambara national language profile in Mali""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":68,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-BM-ML"",""status"":""missing""}"
urn:uuid:9ad48f02-0328-5c0e-930c-39ca3542a8d4,GAP-AF-FUC-SN,missing,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,67,"{""id"":""urn:uuid:9ad48f02-0328-5c0e-930c-39ca3542a8d4"",""payload"":{""A"":""A2-3"",""D"":""D3"",""F"":""F1-2"",""N"":""N4"",""P"":""P4"",""R"":""R2"",""S"":""S4"",""V"":""V3"",""asset_ids"":[],""confidence"":""low"",""decision_caveat"":""Fula is a macro-label; retain fuc and country/script profile exactly"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E042"",""MIR-E069""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""unknown"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""regional_depth"",""likely_reader_cohort"":""Pulaar-first readers in Senegal and cross-border communities"",""local_status"":""missing"",""profile_id"":""GAP-AF-FUC-SN"",""region"":""West Africa"",""script_or_orthography"":""Latin orthography; Ajami access separate"",""sequence_state"":""community-route-first"",""tag"":""fuc-Latn-SN"",""target_profile"":""Pulaar in Senegal""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":67,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-FUC-SN"",""status"":""missing""}"
urn:uuid:37b4b4db-50de-599b-8552-9c1ddd4b6abd,GAP-AF-GAZ-ET,partially_covered,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,59,"{""id"":""urn:uuid:37b4b4db-50de-599b-8552-9c1ddd4b6abd"",""payload"":{""A"":""A3"",""D"":""D3"",""F"":""F2"",""N"":""N4"",""P"":""P4"",""R"":""R3-4"",""S"":""S3-4"",""V"":""V3"",""asset_ids"":[""MIR-A017""],""confidence"":""medium"",""decision_caveat"":""Replace the macro-label Oromo with exact variety profiles; the local draft is elementary"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E042"",""MIR-E069""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""partial"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""regional_depth"",""likely_reader_cohort"":""West Central Oromo readers not comfortably served by Amharic or English"",""local_status"":""partially_covered"",""profile_id"":""GAP-AF-GAZ-ET"",""region"":""Horn of Africa"",""script_or_orthography"":""Qubee Latin orthography; exact regional standard"",""sequence_state"":""target-resolution-first"",""tag"":""gaz-Latn-ET"",""target_profile"":""West Central Oromo educational profile""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":59,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-GAZ-ET"",""status"":""partially_covered""}"
urn:uuid:05a2fa99-6111-57fe-86d4-50c57a56a91a,GAP-AF-HA-NG,researched_only,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,54,"{""id"":""urn:uuid:05a2fa99-6111-57fe-86d4-50c57a56a91a"",""payload"":{""A"":""A3-4"",""D"":""D2"",""F"":""F2-3"",""N"":""N4"",""P"":""P4"",""R"":""R4-5"",""S"":""S3"",""V"":""V1"",""asset_ids"":[""MIR-A017""],""confidence"":""medium"",""decision_caveat"":""Large cross-border opportunity, but script, country and first/second-language cohorts cannot be merged"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E043"",""MIR-E069""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""partial"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""high_reach_underserved"",""likely_reader_cohort"":""Hausa-first readers not comfortably served by English"",""local_status"":""researched_only"",""profile_id"":""GAP-AF-HA-NG"",""region"":""West Africa"",""script_or_orthography"":""Boko Latin orthography; Ajami users require a separate access audit"",""sequence_state"":""source-acquisition-first"",""tag"":""ha-Latn-NG"",""target_profile"":""Hausa Latin-script educational profile in Nigeria""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":54,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-HA-NG"",""status"":""researched_only""}"
urn:uuid:1c623840-abec-5f02-bc09-72f3b61d7e96,GAP-AF-IG-NG,missing,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,63,"{""id"":""urn:uuid:1c623840-abec-5f02-bc09-72f3b61d7e96"",""payload"":{""A"":""A3"",""D"":""D3"",""F"":""F2"",""N"":""N3-4"",""P"":""P4"",""R"":""R3-4"",""S"":""S3-4"",""V"":""V2"",""asset_ids"":[],""confidence"":""low"",""decision_caveat"":""Standardization and dialect accommodation are material harm risks"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E043""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""partial"",""g_src"":""unknown"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""high_reach_underserved"",""likely_reader_cohort"":""Igbo-first readers not comfortably served by English"",""local_status"":""missing"",""profile_id"":""GAP-AF-IG-NG"",""region"":""West Africa"",""script_or_orthography"":""Latin script; standard and dialect accommodation to audit"",""sequence_state"":""target-resolution-first"",""tag"":""ig-Latn-NG"",""target_profile"":""Igbo Nigerian educational standard""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":63,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-IG-NG"",""status"":""missing""}"
urn:uuid:f7e0b7a0-87ca-55f3-a366-ea89b62731dd,GAP-AF-KAB-DZ,missing,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,71,"{""id"":""urn:uuid:f7e0b7a0-87ca-55f3-a366-ea89b62731dd"",""payload"":{""A"":""A3-4"",""D"":""D2"",""F"":""F2-3"",""N"":""N3"",""P"":""P4"",""R"":""R2-3"",""S"":""S3"",""V"":""V3"",""asset_ids"":[],""confidence"":""medium"",""decision_caveat"":""Standard Moroccan Amazigh is not a source or overlap substitute"",""evidence_ids"":[""MIR-E018"",""MIR-E065"",""MIR-E069""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""partial"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""regional_depth"",""likely_reader_cohort"":""Kabyle-first readers not comfortably served by Arabic or French"",""local_status"":""missing"",""profile_id"":""GAP-AF-KAB-DZ"",""region"":""North Africa"",""script_or_orthography"":""Latin orthography; Tifinagh use separate"",""sequence_state"":""source-acquisition-first"",""tag"":""kab-Latn-DZ"",""target_profile"":""Kabyle in Algeria""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":71,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-KAB-DZ"",""status"":""missing""}"
urn:uuid:c03244f6-55c4-52f5-bf86-9a55ea121d24,GAP-AF-KRI-SL,researched_only,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,77,"{""id"":""urn:uuid:c03244f6-55c4-52f5-bf86-9a55ea121d24"",""payload"":{""A"":""A3"",""D"":""D2"",""F"":""F2"",""N"":""N3"",""P"":""P4"",""R"":""R2-3"",""S"":""S4"",""V"":""V2"",""asset_ids"":[""MIR-A011""],""confidence"":""low"",""decision_caveat"":""English lexical relation does not establish comfortable advanced reading"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E042""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""pass"",""g_src"":""unknown"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""regional_depth"",""likely_reader_cohort"":""Krio-first readers not comfortably served by English"",""local_status"":""researched_only"",""profile_id"":""GAP-AF-KRI-SL"",""region"":""West Africa"",""script_or_orthography"":""Latin orthography"",""sequence_state"":""source-acquisition-first"",""tag"":""kri-Latn-SL"",""target_profile"":""Krio in Sierra Leone""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":77,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-KRI-SL"",""status"":""researched_only""}"
urn:uuid:d2ae35c9-2a07-52c1-a79b-8a0419846b1a,GAP-AF-LN-CD,missing,2026-08-25T00:40:00+02:00,01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv,709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85,65,"{""id"":""urn:uuid:d2ae35c9-2a07-52c1-a79b-8a0419846b1a"",""payload"":{""A"":""A2-3"",""D"":""D3"",""F"":""F1-2"",""N"":""N3-4"",""P"":""P4"",""R"":""R3-4"",""S"":""S4"",""V"":""V2"",""asset_ids"":[],""confidence"":""low"",""decision_caveat"":""First/second-language use and regional standards require a declared cohort profile"",""evidence_ids"":[""MIR-E015"",""MIR-E016"",""MIR-E017"",""MIR-E043""],""g_audit"":""unknown"",""g_harm"":""partial"",""g_id"":""partial"",""g_src"":""unknown"",""g_tech"":""pass"",""g_use"":""unknown"",""lane"":""high_reach_underserved"",""likely_reader_cohort"":""Lingala-strong readers not comfortably served by French"",""local_status"":""missing"",""profile_id"":""GAP-AF-LN-CD"",""region"":""Central Africa"",""script_or_orthography"":""Latin script; DRC educational/scientific register unresolved"",""sequence_state"":""target-resolution-first"",""tag"":""ln-Latn-CD"",""target_profile"":""Lingala profile for Democratic Republic of Congo""},""record_type"":""language_profile"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/GLOBAL_GAP_REGISTER.csv"",""source_row"":65,""source_sha256"":""709007a3b8236d3ada1cec612229f4f301dea2385e10003546696b1cbb1b8a85"",""stable_key"":""GAP-AF-LN-CD"",""status"":""missing""}"
